,chapter_number,word,count
2870,5,old,5
2871,5,temper,2
2872,5,hand,1
2873,5,for,13
2874,5,swallowing,1
2875,5,stretched,1
2876,5,result,1
2877,5,remember,2
2878,5,round,2
2879,5,taller,2
2880,5,morsel,1
2881,5,felt,5
2882,5,however,2
2883,5,balanced,1
2884,5,stalk,1
2885,5,four,1
2886,5,suit,1
2887,5,weeks,1
2888,5,number,1
2889,5,say,4
2890,5,muscular,1
2891,5,needs,1
2892,5,minutes,4
2893,5,limbs,1
2894,5,hookah,4
2895,5,whoever,1
2896,5,think,7
2897,5,caterpillar,26
2898,5,wings,1
2899,5,isn,1
2900,5,sternly,1
2901,5,airs,1
2902,5,puffed,1
2903,5,addressed,1
2904,5,turned,3
2905,5,went,2
2906,5,sounded,1
2907,5,work,2
2908,5,immense,1
2909,5,untwist,1
2910,5,perhaps,3
2911,5,kick,1
2912,5,curving,1
2913,5,yet,5
2914,5,sizes,1
2915,5,face,1
2916,5,how,4
2917,5,right-hand,1
2918,5,losing,1
2919,5,among,4
2920,5,changes,2
2921,5,son,1
2922,5,ugh,1
2923,5,on,4
2924,5,girls,2
2925,5,itself,2
2926,5,below,1
2927,5,about,4
2928,5,lay,1
2929,5,flown,1
2930,5,alone,1
2931,5,tell,3
2932,5,myself,3
2933,5,invent,1
2934,5,use,3
2935,5,three,4
2936,5,long,1
2937,5,am,1
2938,5,change,1
2939,5,neck,4
2940,5,some,6
2941,5,matter,1
2942,5,raw,1
2943,5,in,31
2944,5,several,1
2945,5,anything,3
2946,5,delighted,1
2947,5,open,2
2948,5,i,71
2949,5,content,1
2950,5,shoulders,2
2951,5,so,11
2952,5,yawned,1
2953,5,why,5
2954,5,tops,1
2955,5,head,4
2956,5,butterfly,1
2957,5,now,5
2958,5,green,3
2959,5,strange,1
2960,5,none,1
2961,5,remarks,1
2962,5,least,2
2963,5,had,14
2964,5,ointmentone,1
2965,5,remained,1
2966,5,replied,5
2967,5,may,1
2968,5,can,10
2969,5,father,5
2970,5,held,1
2971,5,become,1
2972,5,ought,1
2973,5,them,9
2974,5,entangled,1
2975,5,child,1
2976,5,added,1
2977,5,manage,1
2978,5,sage,1
2979,5,be,18
2980,5,doubtfully,1
2981,5,wrong,1
2982,5,brain,1
2983,5,story,1
2984,5,uncommonly,1
2985,5,find,1
2986,5,banks,1
2987,5,is,14
2988,5,incessantly,1
2989,5,do,11
2990,5,silence,2
2991,5,said,52
2992,5,another,4
2993,5,day,5
2994,5,ever,1
2995,5,looking,3
2996,5,sea,1
2997,5,sleepy,1
2998,5,branches,1
2999,5,repeated,1
3000,5,understand,1
3001,5,first,4
3002,5,pray,2
3003,5,mouth,5
3004,5,yours,1
3005,5,remembered,2
3006,5,two,3
3007,5,could,4
3008,5,till,2
3009,5,gone,1
3010,5,words,1
3011,5,indeed,2
3012,5,every,2
3013,5,up,3
3014,5,give,1
3015,5,must,3
3016,5,feel,2
3017,5,still,1
3018,5,william,3
3019,5,my,13
3020,5,listen,1
3021,5,together,1
3022,5,injure,1
3023,5,their,1
3024,5,frightened,1
3025,5,broke,1
3026,5,off,4
3027,5,meaning,1
3028,5,does,1
3029,5,go,2
3030,5,drew,1
3031,5,advice,1
3032,5,put,2
3033,5,angrily,1
3034,5,grow,2
3035,5,changed,3
3036,5,girl,2
3037,5,pressed,1
3038,5,idea,2
3039,5,who,6
3040,5,opening,1
3041,5,else,1
3042,5,pleasing,1
3043,5,grass,1
3044,5,thinking,1
3045,5,sorry,1
3046,5,height,3
3047,5,tree,1
3048,5,growing,1
3049,5,whether,1
3050,5,different,3
3051,5,feared,1
3052,5,youth,6
3053,5,strength,1
3054,5,chance,1
3055,5,venture,1
3056,5,until,2
3057,5,unpleasant,1
3058,5,morning,1
3059,5,wish,1
3060,5,wink,1
3061,5,kind,2
3062,5,here,1
3063,5,usual,2
3064,5,nose,1
3065,5,sometimes,2
3066,5,see,6
3067,5,twice,1
3068,5,have,8
3069,5,delight,1
3070,5,serpent,9
3071,5,beautiful,1
3072,5,contemptuously,1
3073,5,hair,1
3074,5,asked,2
3075,5,deal,2
3076,5,contradicted,1
3077,5,eggs,5
3078,5,plan,1
3079,5,voice,3
3080,6,me,5
3081,6,saying,3
3082,6,the,148
3083,6,time,5
3084,6,meant,1
3085,6,courage,1
3086,6,lives,2
3087,6,pigs,1
3088,6,star-fish,1
3089,6,life,1
3090,6,getting,2
3091,6,joined,1
3092,6,twist,1
3093,6,won,1
3094,6,instance,1
3095,6,good,3
3096,6,down,4
3097,6,did,9
3098,6,high,1
3099,6,next,3
3100,6,few,1
3101,6,far,1
3102,6,his,8
3103,6,straight,1
3104,6,question,2
3105,6,lefthand,1
3106,6,tossing,1
3107,6,legs,1
3108,6,timidly,4
3109,6,hurt,1
3110,6,please,4
3111,6,any,3
3112,6,explanation,1
3113,6,considered,1
3114,6,alternately,1
3115,6,himself,1
3116,6,was,41
3117,6,got,2
3118,6,sky,2
3119,6,arm,1
3120,6,happening,1
3121,6,kill,1
3122,6,almost,1
3123,6,right,6
3124,6,by,6
3125,6,yards,1
3126,6,violence,1
3127,6,footman,11
3128,6,creatures,1
3129,6,end,3
3130,6,hearth,1
3131,6,within,1
3132,6,sort,4
3133,6,more,4
3134,6,saucepans,1
3135,6,own,1
3136,6,wow,6
3137,6,smoke,1
3138,6,grown,1
3139,6,him,6
3140,6,might,4
3141,6,three-legged,1
3142,6,remarked,2
3143,6,begin,1
3144,6,roof,1
3145,6,cheshire,4
3146,6,undoing,1
3147,6,but,12
3148,6,want,2
3149,6,singing,1
3150,6,slowly,1
3151,6,thing,6
3152,6,idiotic,1
3153,6,top,1
3154,6,speak,3
3155,6,annoy,1
3156,6,alice,43
3157,6,babythe,1
3158,6,prevent,1
3159,6,hatter,2
3160,6,seen,2
3161,6,your,3
3162,6,perfectly,1
3163,6,side,1
3164,6,natural,1
3165,6,to,80
3166,6,sobbing,1
3167,6,knew,2
3168,6,often,1
3169,6,both,3
3170,6,many,1
3171,6,quietly,2
3172,6,make,2
3173,6,noticed,1
3174,6,doubt,2
3175,6,sight,1
3176,6,wood,4
3177,6,fix,1
3178,6,good-natured,1
3179,6,occasionally,1
3180,6,spoke,1
3181,6,grinning,1
3182,6,footmen,1
3183,6,sang,1
3184,6,forgotten,1
3185,6,fur,1
3186,6,interesting,1
3187,6,quite,8
3188,6,bother,1
3189,6,sudden,1
3190,6,queen,4
3191,6,manners,1
3192,6,help,2
3193,6,minute,3
3194,6,of,43
3195,6,which,11
3196,6,constant,1
3197,6,without,4
3198,6,knuckles,1
3199,6,howling,3
3200,6,everything,1
3201,6,croquet,4
3202,6,re,9
3203,6,she,56
3204,6,denied,1
3205,6,been,3
3206,6,like,16
3207,6,little,14
3208,6,feet,1
3209,6,hearing,1
3210,6,knocked,1
3211,6,depends,1
3212,6,into,13
3213,6,enough,2
3214,6,hear,2
3215,6,muttered,1
3216,6,tone,5
3217,6,middle,1
3218,6,close,1
3219,6,to-day,1
3220,6,than,3
3221,6,small,1
3222,6,surprised,1
3223,6,therefore,1
3224,6,would,11
3225,6,difficulty,1
3226,6,laughed,1
3227,6,violently,2
3228,6,decidedly,1
3229,6,relieved,1
3230,6,back,2
3231,6,speaking,1
3232,6,louder,1
3233,6,thought,10
3234,6,direction,3
3235,6,judging,1
3236,6,oh,6
3237,6,arms,1
3238,6,knowledge,1
3239,6,pig,8
3240,6,ready,1
3241,6,thoroughly,1
3242,6,march,5
3243,6,appeared,1
3244,6,drive,1
3245,6,stirring,2
3246,6,we,2
3247,6,queer-shaped,1
3248,6,sneezes,2
3249,6,glad,1
3250,6,desperately,1
3251,6,jumping,1
3252,6,foot,1
3253,6,nurse,1
3254,6,because,5
3255,6,there,13
3256,6,producing,1
3257,6,also,1
3258,6,half,1
3259,6,her,13
3260,6,all,15
3261,6,carry,1
3262,6,moment,3
3263,6,dreadfully,1
3264,6,herself,9
3265,6,no,9
3266,6,unusually,1
3267,6,figures,1
3268,6,certainly,3
3269,6,fish,1
3270,6,appearing,1
3271,6,people,2
3272,6,a,71
3273,6,then,8
3274,6,teeth,1
3275,6,broken,1
3276,6,were,6
3277,6,loud,1
3278,6,rest,1
3279,6,doesn,1
3280,6,from,6
3281,6,come,3
3282,6,business,1
3283,6,instead,1
3284,6,under,1
3285,6,chapter,1
3286,6,with,18
3287,6,home,1
3288,6,last,2
3289,6,angry,2
3290,6,s,18
3291,6,attending,1
3292,6,very,10
3293,6,set,2
3294,6,treated,1
3295,6,again,13
3296,6,waited,1
3297,6,crept,1
3298,6,agony,1
3299,6,d,2
3300,6,hurried,1
3301,6,violent,1
3302,6,sneeze,1
3303,6,somewhere,1
3304,6,staring,1
3305,6,wouldn,3
3306,6,ground,1
3307,6,shall,2
3308,6,turn-up,1
3309,6,before,2
3310,6,knocking,2
3311,6,well,5
3312,6,hardly,1
3313,6,uncivil,1
3314,6,growling,1
3315,6,invited,1
3316,6,will,1
3317,6,growls,1
3318,6,this,15
3319,6,queer,1
3320,6,giddy,1
3321,6,possibly,1
3322,6,pepper,3
3323,6,keep,2
3324,6,nothing,2
3325,6,grins,1
3326,6,axis,1
3327,6,howled,1
3328,6,other,6
3329,6,severely,1
3330,6,he,14
3331,6,much,12
3332,6,baby,11
3333,6,fear,1
3334,6,minded,1
3335,6,t,18
3336,6,towards,1
3337,6,rate,1
3338,6,tight,1
3339,6,frog,1
3340,6,large,8
3341,6,by-the-bye,1
3342,6,ve,2
3343,6,otherwise,1
3344,6,abide,1
3345,6,alarm,1
3346,6,name,1
3347,6,dog,2
3348,6,duchess,14
3349,6,that,33
3350,6,doing,1
3351,6,pieces,2
3352,6,variations,1
3353,6,they,7
3354,6,seriously,1
3355,6,inside,2
3356,6,rapped,1
3357,6,making,1
3358,6,run,1
3359,6,expecting,1
3360,6,great,3
3361,6,night,1
3362,6,made,2
3363,6,startled,1
3364,6,beginning,2
3365,6,should,2
3366,6,going,2
3367,6,room,1
3368,6,second,1
3369,6,behind,2
3370,6,madat,1
3371,6,loudly,1
3372,6,frog-footman,1
3373,6,continued,1
3374,6,you,38
3375,6,if,14
3376,6,exactly,1
3377,6,at,20
3378,6,poor,3
3379,6,reasons,1
3380,6,mad,11
3381,6,get,9
3382,6,mushroom,1
3383,6,kept,2
3384,6,earth,1
3385,6,caught,2
3386,6,grant,1
3387,6,changing,1
3388,6,shaped,1
3389,6,m,6
3390,6,heads,1
3391,6,politely,1
3392,6,leave,1
3393,6,precious,1
3394,6,extremely,1
3395,6,trees,1
3396,6,such,2
3397,6,dish,1
3398,6,twenty-four,2
3399,6,tried,1
3400,6,most,4
3401,6,are,3
3402,6,nearly,4
3403,6,dear,1
3404,6,once,1
3405,6,absurd,1
3406,6,what,10
3407,6,one,7
3408,6,nibbled,1
3409,6,it,81
3410,6,came,4
3411,6,things,2
3412,6,talking,2
3413,6,altogether,2
3414,6,ears,1
3415,6,don,7
3416,6,sneezing,4
3417,6,boy,2
3418,6,fish-footman,2
3419,6,door,8
3420,6,reply,1
3421,6,only,10
3422,6,growl,2
3423,6,crash,1
3424,6,its,10
3425,6,already,1
3426,6,livery,3
3427,6,fire,2
3428,6,haven,1
3429,6,bit,2
3430,6,shake,1
3431,6,just,7
3432,6,straightening,1
3433,6,called,1
3434,6,teases,1
3435,6,steam-engine,1
3436,6,when,15
3437,6,rather,4
3438,6,hint,1
3439,6,suppose,2
3440,6,or,11
3441,6,stool,1
3442,6,goes,1
3443,6,reach,1
3444,6,saw,3
3445,6,mind,2
3446,6,led,1
3447,6,anxiously,2
3448,6,creature,3
3449,6,trying,1
3450,6,everybody,1
3451,6,opportunity,2
3452,6,against,1
3453,6,doubling,1
3454,6,turn,2
3455,6,away,2
3456,6,care,1
3457,6,cauldron,2
3458,6,way,8
3459,6,sense,1
3460,6,suddenly,3
3461,6,questionshow,1
3462,6,let,1
3463,6,became,1
3464,6,and,82
3465,6,verse,1
3466,6,low,1
3467,6,sure,3
3468,6,place,1
3469,6,after,4
3470,6,conversation,2
3471,6,took,3
3472,6,near,1
3473,6,began,5
3474,6,grinned,3
3475,6,ll,2
3476,6,knot,1
3477,6,takes,1
3478,6,too,2
3479,6,aloud,1
3480,6,introduce,1
3481,6,invitation,2
3482,6,house,5
3483,6,yourself,1
3484,6,same,3
3485,6,proved,1
3486,6,used,1
3487,6,puss,1
3488,6,fire-irons,1
3489,6,an,7
3490,6,out,12
3491,6,know,10
3492,6,seemed,3
3493,6,stood,1
3494,6,fig,1
3495,6,us,1
3496,6,giving,1
3497,6,crazy,1
3498,6,wider,1
3499,6,looked,5
3500,6,not,19
3501,6,never,1
3502,6,farther,1
3503,6,as,27
3504,6,between,1
3505,6,while,4
3506,6,running,1
3507,6,days,2
3508,6,where,3
3509,6,knows,1
3510,6,ear,3
3511,6,wondering,1
3512,6,faster,1
3513,6,argue,1
3514,6,throwing,1
3515,6,blows,1
3516,6,proper,2
3517,6,chop,1
3518,6,for,17
3519,6,enjoy,1
3520,6,plates,1
3521,6,beat,2
3522,6,stupidly,1
3523,6,round,4
3524,6,felt,6
3525,6,however,2
3526,6,didn,3
3527,6,threw,1
3528,6,impossible,2
3529,6,answer,1
3530,6,walk,1
3531,6,handsome,1
3532,6,visit,1
3533,6,soon,1
3534,6,hoarse,1
3535,6,play,4
3536,6,air,2
3537,6,say,3
3538,6,tail,3
3539,6,paw,2
3540,6,curls,1
3541,6,grin,4
3542,6,saucepan,1
3543,6,think,6
3544,6,hit,1
3545,6,withina,1
3546,6,axes,1
3547,6,letter,1
3548,6,addressed,1
3549,6,turned,1
3550,6,fact,2
3551,6,went,10
3552,6,line,1
3553,6,wags,1
3554,6,work,2
3555,6,dishes,1
3556,6,makes,1
3557,6,vi,1
3558,6,flew,1
3559,6,perhaps,3
3560,6,powdered,1
3561,6,yet,1
3562,6,face,4
3563,6,jumped,1
3564,6,how,4
3565,6,live,2
3566,6,sobbed,1
3567,6,call,2
3568,6,curled,1
3569,6,among,1
3570,6,remark,2
3571,6,grazed,1
3572,6,em,1
3573,6,handed,1
3574,6,on,19
3575,6,carried,2
3576,6,frying-pan,1
3577,6,cat,22
3578,6,itself,3
3579,6,tomorrow,1
3580,6,about,4
3581,6,mistake,1
3582,6,tell,2
3583,6,nearer,1
3584,6,leaning,1
3585,6,peeped,1
3586,6,respect,1
3587,6,use,2
3588,6,long,3
3589,6,am,5
3590,6,bowed,1
3591,6,change,1
3592,6,some,7
3593,6,told,1
3594,6,matter,2
3595,6,claws,1
3596,6,in,37
3597,6,anything,1
3598,6,ugly,1
3599,6,sneezed,1
3600,6,cook,7
3601,6,open,1
3602,6,i,45
3603,6,walked,2
3604,6,so,21
3605,6,advantage,1
3606,6,glanced,1
3607,6,why,2
3608,6,head,3
3609,6,whistling,1
3610,6,world,1
3611,6,now,4
3612,6,sitting,5
3613,6,hours,2
3614,6,either,1
3615,6,least,1
3616,6,word,1
3617,6,take,2
3618,6,had,15
3619,6,remained,1
3620,6,replied,1
3621,6,may,2
3622,6,followed,1
3623,6,can,4
3624,6,appear,1
3625,6,snout,1
3626,6,held,1
3627,6,vanished,3
3628,6,nor,1
3629,6,ask,1
3630,6,shower,1
3631,6,feeling,1
3632,6,ought,2
3633,6,them,2
3634,6,entangled,1
3635,6,happened,1
3636,6,roughly,1
3637,6,child,3
3638,6,bough,1
3639,6,eyes,4
3640,6,solemn,2
3641,6,soup,4
3642,6,added,1
3643,6,thatched,1
3644,6,cats,2
3645,6,be,18
3646,6,directions,1
3647,6,purring,1
3648,6,song,1
3649,6,plate,1
3650,6,always,1
3651,6,waving,2
3652,6,subject,1
3653,6,is,2
3654,6,vanishing,1
3655,6,skimming,1
3656,6,curious,2
3657,6,tears,2
3658,6,do,12
3659,6,silence,1
3660,6,murder,1
3661,6,another,3
3662,6,said,47
3663,6,further,1
3664,6,looking,3
3665,6,day,3
3666,6,pause,1
3667,6,ending,1
3668,6,ever,1
3669,6,repeated,2
3670,6,first,5
3671,6,grunt,1
3672,6,branch,1
3673,6,pleases,1
3674,6,real,1
3675,6,opened,3
3676,6,two,6
3677,6,could,10
3678,6,children,1
3679,6,till,2
3680,6,terror,1
3681,6,trot,1
3682,6,gone,4
3683,6,words,3
3684,6,every,2
3685,6,kettle,1
3686,6,snorting,1
3687,6,up,10
3688,6,notice,1
3689,6,must,3
3690,6,still,1
3691,6,look,1
3692,6,my,4
3693,6,listen,1
3694,6,hold,2
3695,6,together,1
3696,6,extraordinary,1
3697,6,nursing,3
3698,6,grunted,4
3699,6,flinging,1
3700,6,their,4
3701,6,full,2
3702,6,knock,1
3703,6,broke,1
3704,6,pleased,4
3705,6,hare,4
3706,6,off,7
3707,6,secondly,1
3708,6,does,2
3709,6,even,3
3710,6,go,6
3711,6,raised,1
3712,6,listening,1
3713,6,left,2
3714,6,noise,2
3715,6,kitchen,2
3716,6,who,2
3717,6,twelve,1
3718,6,hatters,1
3719,6,repeating,1
3720,6,thinking,1
3721,6,order,1
3722,6,raving,2
3723,6,tree,2
3724,6,neither,1
3725,6,maybe,1
3726,6,whether,3
3727,6,chimneys,1
3728,6,over,4
3729,6,wish,2
3730,6,seeing,1
3731,6,lullaby,1
3732,6,here,7
3733,6,nose,4
3734,6,really,1
3735,6,see,9
3736,6,wag,1
3737,6,have,5
3738,6,sit,2
3739,6,expressing,1
3740,6,hair,1
3741,6,chorus,2
3742,6,cried,1
3743,6,missed,1
3744,6,asked,1
3745,6,deal,2
3746,6,dreadful,1
3747,6,less,1
3748,6,showing,1
3749,6,busily,1
3750,7,me,1
3751,7,saying,1
3752,7,the,158
3753,7,time,17
3754,7,pleaded,1
3755,7,crowded,1
3756,7,life,1
3757,7,upset,1
3758,7,getting,2
3759,7,manner,1
3760,7,tea-party,2
3761,7,grumbled,1
3762,7,won,3
3763,7,instance,1
3764,7,terms,1
3765,7,good,2
3766,7,yes,3
3767,7,speech,1
3768,7,down,3
3769,7,mean,5
3770,7,did,8
3771,7,reason,1
3772,7,high,1
3773,7,his,15
3774,7,concert,1
3775,7,learning,2
3776,7,rubbing,1
3777,7,english,1
3778,7,wake,1
3779,7,question,1
3780,7,worse,1
3781,7,curiosity,2
3782,7,tossing,1
3783,7,thingseverything,1
3784,7,uneasily,1
3785,7,any,4
3786,7,please,2
3787,7,dare,2
3788,7,hungry,1
3789,7,considered,1
3790,7,mine,1
3791,7,interest,1
3792,7,was,25
3793,7,got,3
3794,7,whisper,2
3795,7,sky,1
3796,7,triumphantly,1
3797,7,almost,1
3798,7,right,1
3799,7,by,4
3800,7,pinch,1
3801,7,end,1
3802,7,pointing,1
3803,7,slightest,1
3804,7,sort,1
3805,7,more,6
3806,7,hastily,1
3807,7,watch,4
3808,7,tells,2
3809,7,might,4
3810,7,him,3
3811,7,severity,1
3812,7,guessed,1
3813,7,remarked,4
3814,7,taking,1
3815,7,begin,1
3816,7,but,18
3817,7,want,1
3818,7,singing,1
3819,7,wonder,1
3820,7,thing,9
3821,7,slowly,1
3822,7,coming,1
3823,7,cautiously,2
3824,7,wasn,4
3825,7,stop,1
3826,7,alice,51
3827,7,hatter,33
3828,7,your,4
3829,7,to,44
3830,7,knew,1
3831,7,music,1
3832,7,shouldn,3
3833,7,both,2
3834,7,indignantly,2
3835,7,many,2
3836,7,make,2
3837,7,noticed,1
3838,7,water,1
3839,7,wood,1
3840,7,unwillingly,1
3841,7,wearily,1
3842,7,funny,1
3843,7,six,1
3844,7,closed,1
3845,7,spoke,2
3846,7,bawled,1
3847,7,memory,1
3848,7,ways,1
3849,7,readily,1
3850,7,confused,2
3851,7,uncomfortable,1
3852,7,quite,3
3853,7,ill,2
3854,7,guess,1
3855,7,murdering,1
3856,7,sing,1
3857,7,wash,1
3858,7,queen,2
3859,7,of,35
3860,7,minute,3
3861,7,begun,1
3862,7,which,2
3863,7,vii,1
3864,7,without,4
3865,7,tea-time,1
3866,7,finished,1
3867,7,meekly,1
3868,7,everything,1
3869,7,re,1
3870,7,these,1
3871,7,she,27
3872,7,dropped,1
3873,7,been,3
3874,7,like,6
3875,7,little,9
3876,7,raven,1
3877,7,hearing,1
3878,7,ah,1
3879,7,happens,1
3880,7,into,8
3881,7,muttered,1
3882,7,tone,3
3883,7,close,1
3884,7,than,6
3885,7,silent,2
3886,7,treacle-welleh,1
3887,7,plenty,1
3888,7,would,3
3889,7,better,4
3890,7,tired,1
3891,7,back,1
3892,7,fountains,1
3893,7,thought,4
3894,7,writing-desks,1
3895,7,march,21
3896,7,drawing,1
3897,7,we,4
3898,7,fly,1
3899,7,fast,1
3900,7,glad,1
3901,7,twinkle,8
3902,7,teapot,1
3903,7,foot,1
3904,7,o,3
3905,7,because,1
3906,7,given,1
3907,7,there,8
3908,7,half,1
3909,7,her,7
3910,7,all,8
3911,7,something,2
3912,7,answers,1
3913,7,feeble,1
3914,7,dreadfully,2
3915,7,herself,5
3916,7,no,8
3917,7,shook,3
3918,7,certainly,2
3919,7,stupidest,1
3920,7,done,2
3921,7,sleep,4
3922,7,a,49
3923,7,then,12
3924,7,eating,1
3925,7,mouse-traps,1
3926,7,were,13
3927,7,accounts,1
3928,7,doesn,2
3929,7,savage,1
3930,7,sides,1
3931,7,from,2
3932,7,hurry,1
3933,7,sighed,2
3934,7,come,2
3935,7,being,2
3936,7,under,1
3937,7,chapter,1
3938,7,with,16
3939,7,stand,1
3940,7,last,4
3941,7,s,23
3942,7,very,15
3943,7,set,1
3944,7,draw,6
3945,7,alarmed,1
3946,7,again,10
3947,7,offended,1
3948,7,sisters,1
3949,7,d,5
3950,7,wouldn,2
3951,7,upon,2
3952,7,shall,2
3953,7,case,1
3954,7,shaking,1
3955,7,puzzled,2
3956,7,before,3
3957,7,well,12
3958,7,invited,1
3959,7,hardly,1
3960,7,riddlesi,1
3961,7,rude,1
3962,7,this,12
3963,7,keep,2
3964,7,nothing,4
3965,7,piece,2
3966,7,taken,1
3967,7,exclaimed,1
3968,7,other,1
3969,7,he,18
3970,7,much,4
3971,7,helped,1
3972,7,sistersthey,1
3973,7,t,28
3974,7,rate,1
3975,7,large,2
3976,7,ve,4
3977,7,others,1
3978,7,interrupted,2
3979,7,nine,1
3980,7,that,22
3981,7,couldn,1
3982,7,having,1
3983,7,they,22
3984,7,glass,1
3985,7,making,1
3986,7,great,6
3987,7,through,1
3988,7,beginning,2
3989,7,should,4
3990,7,earnestly,1
3991,7,going,3
3992,7,yawning,2
3993,7,room,3
3994,7,corner,1
3995,7,exactly,2
3996,7,continued,1
3997,7,you,53
3998,7,if,3
3999,7,mournful,1
4000,7,at,24
4001,7,pinched,2
4002,7,poor,1
4003,7,leading,1
4004,7,works,1
4005,7,mad,2
4006,7,get,3
4007,7,mushroom,1
4008,7,dipped,1
4009,7,kept,2
4010,7,spoon,1
4011,7,vote,1
4012,7,cushion,1
4013,7,muchness,2
4014,7,m,6
4015,7,today,1
4016,7,politely,1
4017,7,golden,1
4018,7,shriek,1
4019,7,half-past,2
4020,7,muchnessyou,1
4021,7,such,5
4022,7,trees,1
4023,7,tried,1
4024,7,hall,1
4025,7,marchjust,1
4026,7,are,2
4027,7,waste,1
4028,7,though,1
4029,7,dormouse,27
4030,7,encouraging,1
4031,7,once,5
4032,7,what,19
4033,7,one,11
4034,7,it,62
4035,7,elsie,1
4036,7,came,1
4037,7,things,3
4038,7,fancy,1
4039,7,talking,2
4040,7,leastat,1
4041,7,don,7
4042,7,beating,1
4043,7,moving,1
4044,7,fell,1
4045,7,eat,2
4046,7,move,1
4047,7,doze,1
4048,7,door,2
4049,7,only,5
4050,7,sigh,1
4051,7,afraid,1
4052,7,dinner,1
4053,7,its,7
4054,7,gloomily,1
4055,7,thoughtfully,1
4056,7,haven,1
4057,7,found,2
4058,7,bit,1
4059,7,just,8
4060,7,questions,1
4061,7,when,6
4062,7,rather,2
4063,7,hint,1
4064,7,suppose,4
4065,7,or,4
4066,7,goes,2
4067,7,pocket,2
4068,7,saw,2
4069,7,mind,1
4070,7,drinking,1
4071,7,led,1
4072,7,since,1
4073,7,young,1
4074,7,wasting,1
4075,7,front,1
4076,7,hot,1
4077,7,whiles,1
4078,7,trying,1
4079,7,flower-beds,1
4080,7,hearts,1
4081,7,butter,3
4082,7,way,3
4083,7,turning,2
4084,7,shoulder,1
4085,7,let,2
4086,7,unlocking,1
4087,7,and,57
4088,7,verse,1
4089,7,place,3
4090,7,after,2
4091,7,conversation,1
4092,7,took,5
4093,7,gently,1
4094,7,began,4
4095,7,ll,3
4096,7,bat,1
4097,7,bottom,3
4098,7,too,1
4099,7,aloud,1
4100,7,key,1
4101,7,house,1
4102,7,yourself,1
4103,7,same,7
4104,7,crumbs,1
4105,7,water-well,1
4106,7,used,1
4107,7,an,6
4108,7,personal,2
4109,7,breathe,2
4110,7,out,8
4111,7,know,14
4112,7,seemed,2
4113,7,believe,1
4114,7,us,2
4115,7,looked,4
4116,7,not,10
4117,7,impatiently,1
4118,7,never,2
4119,7,as,23
4120,7,nibbling,1
4121,7,wide,1
4122,7,riddles,1
4123,7,between,2
4124,7,while,1
4125,7,sat,2
4126,7,cup,2
4127,7,days,1
4128,7,heard,2
4129,7,where,1
4130,7,ear,1
4131,7,finish,1
4132,7,for,12
4133,7,civil,3
4134,7,beat,1
4135,7,cool,1
4136,7,lessons,1
4137,7,remember,1
4138,7,round,3
4139,7,felt,1
4140,7,talk,2
4141,7,however,1
4142,7,didn,1
4143,7,suit,1
4144,7,answer,3
4145,7,hoarse,1
4146,7,table,6
4147,7,fun,1
4148,7,writing-desk,1
4149,7,say,9
4150,7,lady,1
4151,7,offend,1
4152,7,fourth,1
4153,7,nobody,1
4154,7,think,7
4155,7,rudeness,1
4156,7,isn,1
4157,7,tea,7
4158,7,turned,1
4159,7,went,10
4160,7,theni,1
4161,7,work,1
4162,7,liked,2
4163,7,opinion,1
4164,7,bread-and-butter,1
4165,7,stays,1
4166,7,using,1
4167,7,easy,1
4168,7,promise,1
4169,7,perhaps,3
4170,7,forgetting,1
4171,7,yet,3
4172,7,jumped,1
4173,7,offer,1
4174,7,how,2
4175,7,consented,1
4176,7,live,3
4177,7,interrupting,1
4178,7,above,1
4179,7,call,1
4180,7,arm-chair,1
4181,7,riddle,1
4182,7,among,1
4183,7,remark,4
4184,7,on,20
4185,7,itself,2
4186,7,about,5
4187,7,moon,1
4188,7,tell,3
4189,7,wants,1
4190,7,myself,1
4191,7,choosing,1
4192,7,long,4
4193,7,three,4
4194,7,wine,2
4195,7,change,2
4196,7,asleep,6
4197,7,some,9
4198,7,laid,1
4199,7,told,1
4200,7,in,28
4201,7,anything,1
4202,7,clean,1
4203,7,i,60
4204,7,saythat,1
4205,7,walked,2
4206,7,so,12
4207,7,advantage,1
4208,7,why,6
4209,7,mournfully,1
4210,7,head,6
4211,7,world,1
4212,7,break,1
4213,7,now,7
4214,7,poured,1
4215,7,remarks,2
4216,7,sitting,1
4217,7,least,2
4218,7,passage,1
4219,7,sh,2
4220,7,word,1
4221,7,take,4
4222,7,disgust,1
4223,7,hoping,1
4224,7,had,10
4225,7,grand,1
4226,7,replied,7
4227,7,may,2
4228,7,followed,1
4229,7,can,6
4230,7,tea-tray,1
4231,7,nor,1
4232,7,ask,3
4233,7,tea-things,1
4234,7,them,2
4235,7,holding,1
4236,7,ventured,1
4237,7,eyes,5
4238,7,asking,2
4239,7,added,5
4240,7,manage,2
4241,7,be,8
4242,7,wrong,1
4243,7,story,3
4244,7,song,1
4245,7,always,3
4246,7,plate,1
4247,7,elbows,1
4248,7,subject,1
4249,7,treacle-well,1
4250,7,find,1
4251,7,is,12
4252,7,curious,2
4253,7,ravens,1
4254,7,do,7
4255,7,party,1
4256,7,moved,2
4257,7,silence,1
4258,7,said,59
4259,7,looking,4
4260,7,day,2
4261,7,ever,3
4262,7,sleepy,1
4263,7,repeated,1
